Package,Declaring class,Method,Params,CC
org.apache.commons.math4.legacy.linear,Array2DRowRealMatrixTest,checkCopy,"(RealMatrix m, double[][] reference, int[] selectedRows, int[] selectedColumns, boolean mustFail)",9
org.apache.commons.math4.legacy.linear,BlockFieldMatrixTest,checkGetSubMatrix,"(FieldMatrix<Dfp> m, Dfp[][] reference, int startRow, int endRow, int startColumn, int endColumn)",9
org.apache.commons.math4.legacy.linear,BlockFieldMatrixTest,checkGetSubMatrix,"(FieldMatrix<Dfp> m, Dfp[][] reference, int[] selectedRows, int[] selectedColumns)",9
org.apache.commons.math4.legacy.linear,ConjugateGradientTest,testPreconditionedSolution2,"()",9
org.apache.commons.math4.legacy.linear,FieldMatrixImplTest,checkGetSubMatrix,"(FieldMatrix<Dfp> m, Dfp[][] reference, int startRow, int endRow, int startColumn, int endColumn)",9
org.apache.commons.math4.legacy.linear,FieldMatrixImplTest,checkGetSubMatrix,"(FieldMatrix<Dfp> m, Dfp[][] reference, int[] selectedRows, int[] selectedColumns)",9
org.apache.commons.math4.legacy.linear,LUDecompositionTest,testPPermutation,"()",9
org.apache.commons.math4.legacy.linear,SymmLQTest,testPreconditionedSolution2,"()",9
org.apache.commons.math4.legacy.ode,FieldExpandableODETest,doTestMainAndSecondary,"(Field<T> field)",9
org.apache.commons.math4.legacy.optim.nonlinear.scalar.noderiv,SimplexTest,testReplaceLast1,"()",9
org.apache.commons.math4.legacy.stat.correlation,CovarianceTest,testConsistency,"()",9
org.apache.commons.math4.legacy.stat.descriptive,AggregateSummaryStatisticsTest,testAggregate,"()",9
org.apache.commons.math4.legacy.stat.descriptive,AggregateSummaryStatisticsTest,testAggregateStatisticalSummary,"()",9
org.apache.commons.math4.legacy.stat.descriptive,AggregateSummaryStatisticsTest,testAggregateDegenerate,"()",9
org.apache.commons.math4.legacy.stat.descriptive,AggregateSummaryStatisticsTest,testAggregateSpecialValues,"()",9
org.apache.commons.math4.legacy.stat.descriptive,ResizableDoubleArrayTest,testConstructors,"()",9
org.apache.commons.math4.legacy.stat.descriptive,ResizableDoubleArrayTest,testDiscard,"()",9
org.apache.commons.math4.legacy.stat.descriptive,UnivariateStatisticAbstractTest,testWeightedConsistency,"()",9
org.apache.commons.math4.legacy.stat.descriptive.rank,PercentileTest,checkAllTechniquesPercentile,"()",9
org.apache.commons.math4.legacy.stat.descriptive.rank,PercentileTest,testAllEstimationTechniquesOnly,"()",9
org.apache.commons.math4.legacy.stat.inference,KolmogorovSmirnovTestTest,testFillBooleanArrayRandomlyWithFixedNumberTrueValues,"()",9
org.apache.commons.math4.legacy.stat.regression,GLSMultipleLinearRegressionTest,testGLSEfficiency,"()",9
org.apache.commons.math4.legacy.stat.regression,MillerUpdatingRegressionTest,testNegativeTestAddMultipleObs,"()",9
(default),RealFunctionValidation,assessAccuracy,"(Method method, DataInputStream in, DataOutputStream out)",9
org.apache.commons.math4.neuralnet.twod,DataVisualization,from,"(NeuronSquareMesh2D map, Iterable<double[]> data)",9
org.apache.commons.math4.neuralnet.oned,NeuronStringTest,testSegmentNetwork,"()",9
org.apache.commons.math4.neuralnet.oned,NeuronStringTest,testCircleNetwork,"()",9
org.apache.commons.math4.neuralnet.twod,NeuronSquareMesh2DTest,test2x2Network,"()",9
org.apache.commons.math4.neuralnet.twod,NeuronSquareMesh2DTest,testGetNeuron,"()",9
org.apache.commons.math4.neuralnet.twod,NeuronSquareMesh2DTest,testIterator,"()",9
org.apache.commons.math4.neuralnet.twod,NeuronSquareMesh2DTest,testDataVisualization,"()",9
org.apache.commons.math4.transform,FastCosineTransformerTest,testAdHocData,"()",9
org.apache.commons.math4.transform,FastFourierTransformerTest,testAdHocData,"()",9
org.apache.commons.math4.transform,FastSineTransformerTest,testAdHocData,"()",9
org.apache.commons.math4.userguide,ClusterAlgorithmComparison,makeBlobs,"(int samples, int centers, double clusterStd, double min, double max, boolean shuffle, UniformRandomProvider rng)",9
org.apache.commons.math4.legacy.core,MathArrays,isMonotonic,"(T[] val, OrderDirection dir, boolean strict)",8
org.apache.commons.math4.legacy.core.dfp,Dfp,power10,"(int e)",8
org.apache.commons.math4.legacy.ode.nonstiff,AdamsBashforthIntegrator,integrate,"(ExpandableStatefulODE equations, double t)",8
org.apache.commons.math4.legacy.ode.nonstiff,AdamsMoultonFieldIntegrator,integrate,"(FieldExpandableODE<T> equations, FieldODEState<T> initialState, T finalTime)",8
org.apache.commons.math4.legacy.util,ComplexFormat,parse,"(String source, ParsePosition pos)",8
org.apache.commons.math4.transform,FastFourierTransform,normalizeTransformedData,"(double[][] dataRI)",8
org.apache.commons.math4.core.jdkmath,AccurateMathCalc,buildSinCosTables,"(double[] SINE_TABLE_A, double[] SINE_TABLE_B, double[] COSINE_TABLE_A, double[] COSINE_TABLE_B, int SINE_TABLE_LEN, double[] TANGENT_TABLE_A, double[] TANGENT_TABLE_B)",7
org.apache.commons.math4.legacy.core,MathArraysTest,testCheckFinite,"()",7
org.apache.commons.math4.legacy.core.jdkmath,AccurateMathTest,testHyperbolic,"()",7
org.apache.commons.math4.legacy.core.jdkmath,AccurateMathTest,testHyperbolicInverses,"()",7
org.apache.commons.math4.legacy.core.jdkmath,AccurateMathTest,testFloorDivInt,"()",7
org.apache.commons.math4.legacy.core.jdkmath,AccurateMathTest,testFloorModInt,"()",7
org.apache.commons.math4.legacy.core.jdkmath,AccurateMathTest,testFloorDivLong,"()",7
org.apache.commons.math4.legacy.core.jdkmath,AccurateMathTest,testFloorModLong,"()",7
org.apache.commons.math4.legacy.exception,NotFiniteNumberExceptionTest,testCheckSingle,"()",7
org.apache.commons.math4.legacy.exception,NotFiniteNumberExceptionTest,testCheckArray,"()",7
org.apache.commons.math4.legacy.exception.util,LocalizedFormatsTest,testAllKeysPresentInPropertiesFiles,"()",7
org.apache.commons.math4.legacy.exception.util,LocalizedFormatsTest,testAllPropertiesCorrespondToKeys,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DSCompiler,compileMultiplicationIndirection,"(int parameters, int order, DSCompiler valueCompiler, DSCompiler derivativeCompiler, int[] lowerIndirection)",7
org.apache.commons.math4.legacy.analysis.differentiation,DSCompiler,compose,"(double[] operand, int operandOffset, double[] f, double[] result, int resultOffset)",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructure,linearCombination,"(DerivativeStructure[] a, DerivativeStructure[] b)",7
org.apache.commons.math4.legacy.analysis.differentiation,FiniteDifferencesDifferentiator,evaluate,"(DerivativeStructure t, double t0, double[] y)",7
org.apache.commons.math4.legacy.analysis.differentiation,JacobianFunction,value,"(double[] point)",7
org.apache.commons.math4.legacy.analysis.differentiation,SparseGradient,linearCombination,"(SparseGradient[] a, SparseGradient[] b)",7
org.apache.commons.math4.legacy.analysis.interpolation,FieldHermiteInterpolator,addSamplePoint,"(T x, T[] value)",7
org.apache.commons.math4.legacy.analysis.interpolation,HermiteInterpolator,addSamplePoint,"(double x, double[] value)",7
org.apache.commons.math4.legacy.analysis.interpolation,HermiteInterpolator,getPolynomials,"()",7
org.apache.commons.math4.legacy.analysis.interpolation,PiecewiseBicubicSplineInterpolatingFunction,value,"(double x, double y)",7
org.apache.commons.math4.legacy.analysis.interpolation,TricubicFunction,value,"(double x, double y, double z)",7
org.apache.commons.math4.legacy.analysis.interpolation,TricubicInterpolator,interpolate,"(double[] xval, double[] yval, double[] zval, double[][][] fval)",7
org.apache.commons.math4.legacy.analysis.polynomials,PolynomialFunctionLagrangeForm,evaluateInternal,"(double[] x, double[] y, double z)",7
org.apache.commons.math4.legacy.analysis.polynomials,PolynomialFunctionNewtonForm,computeCoefficients,"()",7
org.apache.commons.math4.legacy.analysis.solvers,BracketingNthOrderBrentSolver,guessX,"(double targetY, double[] x, double[] y, int start, int end)",7
org.apache.commons.math4.legacy.analysis.solvers,FieldBracketingNthOrderBrentSolver,guessX,"(T targetY, T[] x, T[] y, int start, int end)",7
org.apache.commons.math4.legacy.field.linalg,FieldDenseMatrix,multiply,"(FieldDenseMatrix<T> other)",7
org.apache.commons.math4.legacy.field.linalg,FieldDenseMatrix,pow,"(int p)",7
org.apache.commons.math4.legacy.fitting.leastsquares,LevenbergMarquardtOptimizer,qTy,"(double[] y, InternalData internalData)",7
org.apache.commons.math4.legacy.genetics,CycleCrossover,mate,"(AbstractListChromosome<T> first, AbstractListChromosome<T> second)",7
org.apache.commons.math4.legacy.genetics,NPointCrossover,mate,"(AbstractListChromosome<T> first, AbstractListChromosome<T> second)",7
org.apache.commons.math4.legacy.linear,AbstractFieldMatrix,multiply,"(FieldMatrix<T> m)",7
org.apache.commons.math4.legacy.linear,AbstractFieldMatrix,power,"(int p)",7
org.apache.commons.math4.legacy.linear,AbstractFieldMatrix,setSubMatrix,"(T[][] subMatrix, int row, int column)",7
org.apache.commons.math4.legacy.linear,AbstractRealMatrix,multiply,"(RealMatrix m)",7
org.apache.commons.math4.legacy.linear,AbstractRealMatrix,power,"(int p)",7
org.apache.commons.math4.legacy.linear,AbstractRealMatrix,setSubMatrix,"(double[][] subMatrix, int row, int column)",7
org.apache.commons.math4.legacy.linear,Array2DRowFieldMatrix,multiply,"(Array2DRowFieldMatrix<T> m)",7
org.apache.commons.math4.legacy.linear,BlockFieldMatrix,getData,"()",7
org.apache.commons.math4.legacy.linear,BlockRealMatrix,getData,"()",7
org.apache.commons.math4.legacy.linear,Solver,getInverse,"()",7
org.apache.commons.math4.legacy.linear,RealMatrixFormat,parse,"(String source, ParsePosition pos)",7
org.apache.commons.math4.legacy.ml.clustering,FuzzyKMeansClusterer,updateClusterCenters,"()",7
org.apache.commons.math4.legacy.ml.clustering.evaluation,CalinskiHarabasz,mean,"(Collection<? extends Clusterable> points, int dimension)",7
org.apache.commons.math4.legacy.ode,JacobiansSecondaryEquations,computeDerivatives,"(double t, double[] y, double[] yDot, double[] z, double[] zDot)",7
org.apache.commons.math4.legacy.ode,MultistepFieldIntegrator,rescale,"(T newStepSize)",7
org.apache.commons.math4.legacy.ode.nonstiff,AdamsFieldStepInterpolator,taylor,"(FieldODEStateAndDerivative<S> reference, S time, S stepSize, S[] scaled, Array2DRowFieldMatrix<S> nordsieck)",7
org.apache.commons.math4.legacy.ode.nonstiff,AdaptiveStepsizeFieldIntegrator,initializeStep,"(boolean forward, int order, T[] scale, FieldODEStateAndDerivative<T> state0, FieldEquationsMapper<T> mapper)",7
org.apache.commons.math4.legacy.ode.nonstiff,AdaptiveStepsizeIntegrator,initializeStep,"(boolean forward, int order, double[] scale, double t0, double[] y0, double[] yDot0, double[] y1, double[] yDot1)",7
org.apache.commons.math4.legacy.ode.nonstiff,DormandPrince853StepInterpolator,doFinalize,"()",7
org.apache.commons.math4.legacy.ode.nonstiff,GraggBulirschStoerIntegrator,extrapolate,"(int offset, int k, double[][] diag, double[] last)",7
org.apache.commons.math4.legacy.ode.nonstiff,RungeKuttaStepInterpolator,writeExternal,"(ObjectOutput out)",7
org.apache.commons.math4.legacy.ode.sampling,NordsieckStepInterpolator,rescale,"(double stepSize)",7
org.apache.commons.math4.legacy.ode.sampling,NordsieckStepInterpolator,computeInterpolatedStateAndDerivatives,"(double theta, double oneMinusThetaH)",7
org.apache.commons.math4.legacy.optim,BaseMultiStartMultivariateOptimizer,doOptimize,"()",7
org.apache.commons.math4.legacy.optim.linear,SimplexTableau,initializeColumnLabels,"()",7
org.apache.commons.math4.legacy.optim.nonlinear.scalar.noderiv,CMAESOptimizer,initializeCMA,"(double[] guess)",7
org.apache.commons.math4.legacy.optim.nonlinear.scalar.noderiv,Simplex,centroid,"(List<PointValuePair> list)",7
org.apache.commons.math4.legacy.optim.univariate,MultiStartUnivariateOptimizer,doOptimize,"()",7
org.apache.commons.math4.legacy.random,SobolSequenceGenerator,initDirectionVector,"(int d, int a, int[] m)",7
org.apache.commons.math4.legacy.stat.descriptive,DescriptiveStatistics,setPercentileImpl,"(UnivariateStatistic percentileImpl)",7
org.apache.commons.math4.legacy.stat.descriptive.rank,KthSelector,partition,"(double[] work, int begin, int end, int pivot)",7
org.apache.commons.math4.legacy.stat.inference,KolmogorovSmirnovTest,n,"(int i, int j, int m, int n, long cnm, boolean strict)",7
org.apache.commons.math4.legacy.stat.regression,MillerUpdatingRegression,tolset,"()",7
org.apache.commons.math4.legacy.stat.regression,MillerUpdatingRegression,singcheck,"()",7
org.apache.commons.math4.legacy.stat.regression,MillerUpdatingRegression,regress,"(int[] variablesToInclude)",7
org.apache.commons.math4.legacy,PerfTestUtils,timesAndResults,"(int repeatChunk, int repeatStat, boolean runGC, Callable<Double> methods)",7
org.apache.commons.math4.legacy.analysis.differentiation,DSCompilerTest,testSymmetry,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testExpression,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testCompositionOneVariableX,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testSqrtDefinition,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testRootNSingularity,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testSqrtPow2,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testCbrtDefinition,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testCbrtPow3,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testExp,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testExpm1Definition,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testLog,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testLog1pDefinition,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testLog10Definition,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testLogExp,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testLog1pExpm1,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testLog10Power,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testSinAsin,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testCosAcos,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testTanAtan,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testTangentDefinition,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testSinhDefinition,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testCoshDefinition,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testTanhDefinition,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testSinhAsinh,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testCoshAcosh,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testTanhAtanh,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testCompositionOneVariableY,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testTaylorAtan2,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testToDegreesDefinition,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testToRadiansDefinition,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,DerivativeStructureTest,testDegRad,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,FiniteDifferencesDifferentiatorTest,testGaussian,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,FiniteDifferencesDifferentiatorTest,testStepSizeUnstability,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,FiniteDifferencesDifferentiatorTest,testMatrixFunction,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,GradientFunctionTest,test3DDistance,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,JacobianFunctionTest,testSphere,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,SparseGradientTest,testPowDoubleDS,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,SparseGradientTest,testExpression,"()",7
org.apache.commons.math4.legacy.analysis.differentiation,SparseGradientTest,testTrigo,"()",7
org.apache.commons.math4.legacy.analysis.function,LogitTest,testDerivativeLargeArguments,"()",7
org.apache.commons.math4.legacy.analysis.integration,MidPointIntegratorTest,testParameters,"()",7
org.apache.commons.math4.legacy.analysis.integration,RombergIntegratorTest,testParameters,"()",7
org.apache.commons.math4.legacy.analysis.integration,SimpsonIntegratorTest,testParameters,"()",7
org.apache.commons.math4.legacy.analysis.integration,TrapezoidIntegratorTest,testParameters,"()",7
